Entrez Gene Interactor A,Entrez Gene Interactor B
1499,5694
1499,11060
1499,6142
1499,11140
1499,8761
1499,6134
1499,1938
1499,5707
1499,3181
1499,11315
1499,10726
1499,5591
1499,7514
1499,23468
1499,865
1499,5500
1499,1314
1499,23524
1499,1994
1499,488
1499,6160
1499,7168
1499,1965
1499,9343
1499,6205
1499,10575
1499,10383
1499,10146
1499,1072
1499,10273
1499,64837
1499,375
1499,8021
1499,4926
1499,6204
1499,3183
1499,476
1499,5250
1499,79869
1499,3615
1499,6118
1499,3146
1499,27339
1499,23193
1499,5702
1499,5757
1499,6165
1499,9775
1499,8887
1499,5686
1499,9632
1499,10576
1499,6187
1499,4907
1499,79618
1499,292
1499,3835
1499,4659
1499,6218
1499,6217
1499,23191
1499,4660
1499,7184
1499,11335
1499,7334
1499,10427
1499,9688
1499,4176
1499,2817
1499,4076
1499,103910
1499,8402
1499,6950
1499,6633
1499,1615
3480,9775
3480,11140
3480,1191
3480,6188
3480,7277
3480,1938
3480,5705
3480,6217
3480,6191
3480,292
3480,7184
3845,23524
3845,6732
3845,1938
3845,6711
3845,3315
3845,10450
3845,6636
3845,11338
3845,6142
3845,6144
3845,5690
3845,84844
3845,9320
3845,1615
3845,26986
3845,6160
3845,6426
3845,6234
3845,10992
3845,9939
3845,22948
3845,2787
3845,3646
3845,6733
3845,1982
3845,6191
3845,6203
3845,57062
3845,6161
3845,1968
3845,6128
3845,2783
3845,10413
3845,3845
3845,6208
3845,999
3845,6230
3845,4116
3845,2079
3845,6139
3845,7334
3845,3181
3845,5879
3845,5702
3845,6157
3845,832
3845,988
3845,6134
3845,27339
3845,24144
3845,2058
3845,3508
3845,2935
3845,5689
3845,6147
3845,375
3845,9532
3845,3190
5604,6228
5604,6134
5604,7534
5604,3146
5604,6732
5604,6165
5604,3190
5604,7879
5604,5694
5604,6194
5604,3837
5604,29968
9968,6210
9968,10657
9968,22948
9968,10051
9968,4076
9968,488
9968,1655
9968,6136
9968,5901
10450,3326
10450,4175
10450,6201
10450,3692
10450,6157
10450,3895
10450,7534
10450,6165
10450,5861
10450,6141
10450,6136
10450,23054
10450,203068
10450,1778
10450,8575
10450,387
10450,11284
10450,4000
10450,22938
10450,6231
10450,6194
10450,6134
10450,6128
10450,55795
10450,10128
10450,2071
10450,2319
10450,6191
10450,10427
10450,10142
10450,10898
5537,3845
5537,6472
5537,3480
5537,6188
5537,1314
5537,10726
5537,6157
5537,6134
5537,821
5537,3417
6256,8878
6256,7170
6576,11160
6576,203068
6934,7082
6934,1737
6934,4926
9246,1499
9246,1072
9246,6934
9246,4000
9246,476
9246,3326
9246,9320
9246,9126
9246,1025
9246,6136
9246,5725
9246,11060
9246,3837
9246,6210
9246,6203
9246,8607
9246,1785
9246,10540
9246,5903
9246,9532
9246,26986
10413,10575
10413,1653
10413,23286
10413,832
10413,6188
10413,7082
10413,4627
10413,3326
10413,7514
10413,8607
10413,29979
10413,4502
10413,10397
10413,823
10413,3480
10413,6601
10413,6141
10413,142
10413,6118
10413,3178
10413,6208
10413,7109
10413,6136
10413,5683
10413,10726
10413,9276
10413,6625
10413,6234
10413,5705
10413,5685
10413,1072
10413,6286
10413,5702
10413,1938
10413,3692
10413,4176
10413,1665
10413,54472
10413,56995
10413,3646
10413,6117
10413,23524
8517,8878
51377,11047
51013,56915
56915,51013
11073,5932
7329,8554
10212,7329
1979,27258
8554,7329
6827,6829
8554,27258
6829,6827
29883,27258
1032,27258
29883,1019
51274,7329
51274,27258
8554,1019
56915,27258
1979,1019
11047,51377
29883,8554
51013,27258
51274,8554
22924,22919
22919,22924
6118,10142
8573,10142
9055,10142
9055,81565
9055,64837
51428,64837
8573,81565
81565,10142
10992,10142
10181,5318
8573,9055
8573,5318
6118,81565
8573,10992
81565,9055
8573,5584
9055,9371
5318,81565
10142,9055
8573,2011
8573,6118
10142,10142
8573,3796
6118,5584
5318,10142
6118,2011
11073,10992
6118,9055
9055,10992
4644,10142
23332,9793
4644,81565
51428,7283
22920,2011
10181,64147
9129,22919
3798,81565
8573,22919
8573,9129
10181,81565
203068,81565
8573,10181
11004,81565
5930,8573
26994,4734
26994,23327
26994,11060
26994,7323
26994,7334
5970,4790
5970,4794
5970,4790
5970,4790
8878,899
8878,7431
7431,8878
10273,10273
1977,10273
10273,1977
3092,1213
7884,1642
8451,1642
7884,8451
7884,1665
7884,23451
4281,10362
4281,10362
7514,8021
5901,7514
10362,4281
4281,10362
4281,7323
4204,9611
9611,4204
22909,4292
8878,7316
3091,3091
3091,9532
3091,5591
3091,79751
3091,377
3091,5982
3091,5985
3091,10049
3091,10128
3091,8453
3091,5872
3091,51144
3091,983
3091,10558
3091,10097
3091,1642
3091,1508
3091,55161
3091,27347
3091,7428
3091,1994
3091,9319
3091,5431
3091,1025
3091,3420
3091,10212
3091,2746
3091,2969
3091,26284
3091,4176
3091,9688
3091,7372
3091,23020
3091,5518
3091,55215
3091,10992
3091,9343
3091,24148
3091,10594
3091,6904
3091,5442
3091,29894
3091,2195
3091,2475
3091,3054
3091,23225
3091,8607
3091,2033
3091,10856
3091,8607
3091,10856
8607,3091
10856,3091
8078,8912
11124,142
100287171,9146
10755,51454
10755,55198
10755,29966
10755,54472
10755,6801
29775,10755
29775,10755
6117,6118
7486,6117
7486,6118
6118,6117
7486,6119
6118,7156
7322,55743
7322,57520
7322,54708
7322,4734
7322,6045
7322,7186
7322,51592
7322,23304
7322,130507
7322,26001
7322,867
7322,57531
7322,165918
7322,25897
7322,54476
7322,9604
7322,9320
7322,7337
7322,56254
7322,23327
7322,79876
7322,868
10273,7322
331,8878
8878,331
331,8878
51176,1499
1499,64207
695,695
23028,3065
22882,7428
22882,5970
22882,4790
1973,8658
9025,7291
7291,9025
331,8767
331,8767
8767,331
5716,10533
10533,5716
5716,10533
5716,9474
154,7415
10054,7329
8934,3308
1616,7341
9101,5499
22909,22909
22909,22909
55666,7316
92,3624
7337,7337
7337,7314
7337,10376
7337,5691
7337,5683
7337,5707
7337,6144
7337,5688
7337,5685
7337,5689
7337,5694
7337,51377
7337,5717
7337,1973
7337,5687
7337,9861
7337,5684
7337,5713
7337,5709
7337,5690
7337,5702
7337,5705
7337,5714
7337,5686
7337,5716
7337,5704
7337,5887
7337,51377
7337,5304
7337,10910
7337,347733
7337,5683
7337,5704
7337,5705
7337,5707
7337,5713
7337,5702
7337,5717
7337,5709
7337,9861
7337,5690
7337,5694
7337,5689
7337,5691
7337,5714
7337,5684
7337,5685
7337,5686
7337,5687
7337,5688
7337,5696
7337,5716
7337,5711
4175,7337
10910,7337
816,815
7337,5886
7337,5080
7337,5887
7337,4175
7337,29979
3476,4281
3476,4281
2263,2252
3920,3091
3091,3920
3091,80854
80854,3091
3091,10273
84759,6045
6045,84759
1387,4087
4087,1387
899,9738
899,10146
899,51203
56339,3858
56339,203068
56339,3852
56339,84790
56339,302
56339,7316
56339,4000
56339,7431
56339,1832
56339,1655
56339,23581
56339,79872
56339,720
56339,7373
56339,25804
56339,5646
56339,3190
56339,3192
56339,56339
56339,10576
56339,10574
56339,7203
56339,10694
56339,6950
56339,22948
56339,10575
56339,10383
56339,3326
56339,9532
56339,56897
56339,3329
56339,4869
56339,5725
56339,8453
56339,3875
56339,23532
56339,1828
56339,1029
56339,10992
56339,23020
56339,4057
56339,6421
56339,220988
56339,7415
56339,6208
56339,6634
56339,3184
56339,5931
56339,6625
56339,1938
56339,6628
56339,11338
56339,6231
56339,5591
56339,6427
56339,10212
56339,301
56339,7280
56339,10382
56339,7277
56339,7266
56339,10856
56339,8607
56339,5705
56339,3308
56339,1642
56339,3337
56339,3615
56339,5704
56339,84159
56339,5702
56339,23647
56339,3065
56339,10419
56339,10049
56339,3756
56339,26121
56339,11069
56339,79084
56339,1755
56339,27183
56339,10273
56339,9328
56339,4781
56339,6261
56339,1025
56339,2969
56339,8570
56339,9406
56339,79872
2885,6464
196,1869
5347,4171
5347,4176
5347,4176
5347,4176
5347,4171
5347,4175
6464,2885
7249,7248
6428,1977
6428,26986
79065,55062
207,2932
868,3667
867,3667
8500,28964
28964,28964
28964,28964
28964,8500
10657,3815
140885,3326
140885,811
140885,7184
140885,9669
140885,6924
140885,8880
140885,6830
140885,3611
140885,4145
140885,5778
140885,207
140885,3895
140885,378
140885,4599
140885,87
140885,7431
140885,5216
140885,3858
140885,832
140885,4535
140885,5264
140885,50507
140885,7178
140885,1292
140885,975
140885,9459
140885,5687
140885,5705
140885,3326
140885,811
140885,7184
140885,6830
140885,3611
140885,4145
140885,207
140885,3895
140885,7431
140885,832
140885,50507
140885,7178
3702,3702
996,701
996,991
996,4085
701,991
7334,7316
4145,140885
4145,207
4145,3611
4145,4145
6830,7184
6830,3329
6830,207
6830,7249
207,140885
811,140885
7184,140885
3895,140885
3308,140885
832,140885
3326,140885
7431,140885
377630,23476
23476,377630
377630,23476
79084,1642
10419,1642
10419,79084
79084,1642
79084,10419
6464,5562
57520,4001
4001,57520
57520,4000
56957,2305
56957,891
56957,891
56957,991
56957,991
56957,891
7334,891
3690,351
351,3690
351,2244
3702,3702
92912,7316
27338,7316
79176,8454
54542,51806
54542,2079
54542,2746
54542,4666
54542,9500
54542,10569
54542,23644
54542,9326
54542,4863
54542,988
54542,6737
54542,9775
54542,3646
54542,54512
54542,8621
54542,9361
54542,94104
54542,9128
54542,9295
54542,5930
54542,26517
54542,64434
54542,10286
54542,6651
54542,6727
54542,7109
54542,22980
54542,6668
54542,6631
54542,9129
54542,27258
54542,51042
54542,9524
54542,9212
54542,1213
54542,293
54542,1982
54542,51569
54542,29927
54542,8402
54542,5518
54542,10657
54542,79577
54542,51495
54542,1938
54542,10270
54542,5705
54542,9532
54542,4704
54542,808
54542,5689
54542,5704
54542,5318
54542,1832
54542,7174
54542,64963
54542,3326
54542,10383
54542,6950
54542,10576
54542,10575
54542,22948
54542,10574
54542,7203
54542,10694
54542,6634
54542,3872
54542,3860
54542,832
54542,8575
54542,84545
54542,134430
54542,22916
54542,2011
54542,1973
54542,3184
54542,10644
54542,23451
54542,1653
54542,5725
54542,6428
54542,5394
54542,3692
54542,23020
54542,1665
54542,8531
54542,5356
54542,1207
54542,10594
54542,10128
54542,4869
54542,10419
54542,6139
54542,27339
54542,8761
54542,3832
54542,71
54542,79084
54542,23450
54542,25777
54542,6742
54542,10642
54542,6141
54542,10049
54542,292
54542,9669
54542,10992
54542,5250
54542,6426
54542,8665
54542,25904
54542,23517
54542,29883
54542,4150
54542,7884
54542,23019
54542,10940
54542,1994
54542,51755
54542,23212
54542,5351
54542,9125
54542,5442
54542,5985
54542,122704
54542,11338
54542,55505
54542,6431
54542,4076
54542,6173
54542,79576
54542,57109
54542,6625
54542,92140
54542,6427
54542,389421
54542,11052
54542,4686
54542,6627
54542,23560
54542,57062
54542,2926
54542,9100
54542,10607
54542,4809
54542,58517
54542,6732
54542,28973
54542,64432
54542,60488
54542,51264
54542,64975
54542,6204
54542,6205
54542,6206
54542,6208
54542,6210
54542,6217
54542,6218
54542,6222
54542,6223
54542,6187
54542,6227
54542,6228
54542,6230
54542,6234
54542,6188
54542,6191
54542,6193
54542,6194
54542,6201
54542,6176
54542,6181
54542,6134
54542,6136
54542,9045
54542,6142
54542,6143
54542,6144
54542,6147
54542,6157
54542,6159
54542,6160
54542,6161
54542,3308
54542,3310
54542,3315
54542,3178
54542,3191
54542,3192
54542,3181
54542,3183
54542,10376
54542,84790
54542,7277
54542,203068
54542,6635
54542,6632
54542,6633
54542,6711
54542,3858
2322,4067
2322,2268
3667,3480
8651,3718
7329,29945
2885,3667
2885,6464
51529,11065
29945,29882
29945,996
29945,29945
29945,51433
29945,8881
29945,8697
29945,10393
29945,51529
29945,25847
29945,11004
29945,24137
29945,7278
29945,10382
29945,129401
29945,29127
29945,26517
29945,347733
29945,1130
2321,2321
4175,4171
4175,4175
4175,4176
4175,79892
4176,4171
4176,4175
4176,4176
4176,79892
79892,4175
79892,4176
4171,4175
4171,4176
4171,4175
4171,4176
79892,4175
79892,4176
4175,79892
4176,79892
8517,8766
8517,382
8766,382
8517,8766
8517,8517
8517,8517
6737,7534
6737,3310
6737,7534
7534,6737
54739,3659
3659,54739
54739,3659
10273,3659
3659,10273
54739,3659
4077,8878
2475,3920
23291,7465
7128,8737
8737,7128
7090,1499
55743,207
3716,8651
8651,3560
8651,3454
8651,3716
8651,3717
8651,3718
8651,3716
51341,5591
5932,5932
5932,5932
9656,8658
9656,80351
9656,8658
9656,8658
9656,80351
8658,9656
29086,8658
29086,80351
2067,2072
2067,2072
2067,2072
2067,2072
2072,2072
2072,2067
57506,6737
6737,57506
7415,8878
7415,3920
8878,3920
5792,387
5792,9181
5792,9826
5792,5910
5792,9475
5792,5910
5792,387
5792,3945
5792,9181
5792,9475
5792,10376
5792,10383
5792,9826
5792,9181
59348,59348
59348,59348
59348,59348
59348,59348
6464,2885
6464,2885
2067,2072
5797,56647
56647,5797
5797,56647
5797,56647
55824,1445
1445,55824
2067,2072
2067,2072
55054,81
55054,119
55054,387
55054,973
55054,1025
55054,1104
55054,1173
55054,1176
55054,1211
55054,1213
55054,1314
55054,1374
55054,1445
55054,1459
55054,1537
55054,1642
55054,1653
55054,1666
55054,1785
55054,1794
55054,1938
55054,1967
55054,1982
55054,2011
55054,2773
55054,2783
55054,2869
55054,2885
55054,3009
55054,3028
55054,3054
55054,3065
55054,3150
55054,3178
55054,3181
55054,3184
55054,3308
55054,3326
55054,3329
55054,3337
55054,3550
55054,3615
55054,3635
55054,3646
55054,3692
55054,3708
55054,3709
55054,3710
55054,3845
55054,3895
55054,3965
55054,3983
55054,4001
55054,4067
55054,4144
55054,4659
55054,4686
55054,4733
55054,5216
55054,5250
55054,5341
55054,5431
55054,5432
55054,5434
55054,5499
55054,5500
55054,5518
55054,5609
55054,5631
55054,5684
55054,5685
55054,5687
55054,5725
55054,5756
55054,5903
55054,5930
55054,5931
55054,5985
55054,6100
55054,6117
55054,6118
55054,6159
55054,6173
55054,6176
55054,6181
55054,6206
55054,6234
55054,6294
55054,6433
55054,6494
55054,6576
55054,6601
55054,6613
55054,6631
55054,6636
55054,6727
55054,6733
55054,6742
55054,6801
55054,6850
55054,6950
55054,7150
55054,7153
55054,7167
55054,7184
55054,7203
55054,7277
55054,7409
55054,7415
55054,7417
55054,7430
55054,7443
55054,7534
55054,7841
55054,8078
55054,8243
55054,8301
55054,8604
55054,8607
55054,8661
55054,8665
55054,8667
55054,8721
55054,8812
55054,8815
55054,8878
55054,8879
55054,8892
55054,9055
55054,9125
55054,9126
55054,9181
55054,9219
55054,9320
55054,9406
55054,9442
55054,9459
55054,9474
55054,9477
55054,9524
55054,9567
55054,9685
55054,9688
55054,9793
55054,9804
55054,9943
55054,9984
55054,10001
55054,10049
55054,10051
55054,10081
55054,10131
55054,10212
55054,10283
55054,10285
55054,10295
55054,10376
55054,10419
55054,10436
55054,10574
55054,10592
55054,10657
55054,10693
55054,10694
55054,10856
55054,10898
55054,10907
55054,10915
55054,10928
55054,10954
55054,11047
55054,11078
55054,11325
55054,11331
55054,11335
55054,22916
55054,23028
55054,23118
55054,23173
55054,23225
55054,23468
55054,23517
55054,23592
55054,25842
55054,25949
55054,26065
55054,26228
55054,26986
55054,27089
55054,27332
55054,28985
55054,29079
55054,29890
55054,51013
55054,51042
55054,51144
55054,51455
55054,51503
55054,51639
55054,51755
55054,54512
55054,54737
55054,55054
55054,55339
55054,55749
55054,55795
55054,56259
55054,57092
55054,57461
55054,57599
55054,57794
55054,58513
55054,79084
55054,79228
55054,80145
55054,80279
55054,81844
55054,81929
55054,83443
55054,84321
55054,85441
55054,90390
55054,92399
55054,112950
55054,200081
55054,257106
55054,51495
4067,3554
7322,10277
7322,10273
7322,867
7322,868
10277,10277
10277,5595
2885,9846
5684,1994
5684,3181
5684,7431
5684,7416
5684,3329
5684,3178
5684,3189
5684,3190
5684,10130
5684,4869
5684,3183
5684,6421
5684,220988
5684,3191
5684,71
5684,22948
5684,4627
5684,10383
5684,11331
5684,1917
5684,84790
5684,10576
5684,10574
5684,7203
5684,3326
5684,1890
5684,3181
5684,3190
5684,3191
5684,3183
5684,1994
5684,1917
10013,1994
10013,11331
10013,10383
10013,3326
10013,3178
7337,7337
4734,4734
2886,2064
2886,6464
2886,2064
2886,6464
3667,2885
157570,4171
157570,4176
157570,4175
2064,2064
2064,2065
2064,1969
2064,2042
2064,2044
2064,2049
2064,2263
2064,2261
2064,2264
2064,3480
2064,5754
2064,5979
2064,2322
2064,2324
2064,238
2064,7301
2064,2065
2064,2065
2064,2885
2064,6464
28964,8874
5058,8874
5058,28964
8338,25913
25913,8338
8338,25913
118,5578
118,6710
22863,3920
22863,9342
200734,8878
200734,4077
200734,8878
200734,4077
3845,9126
3845,1841
3845,5427
3845,26271
3845,9775
3845,1965
3845,10059
3845,1719
3845,2058
10533,23411
23411,10533
3845,1785
3845,23212
3845,983
3845,5436
3845,23658
3845,8243
3845,24148
3845,5531
3845,5537
3845,10594
3845,29894
3845,10285
3845,226
3845,5431
3845,2935
3845,29945
3845,9246
3845,2531
3845,23327
3845,2071
3845,6141
3845,1349
3845,6647
3845,2011
3845,8607
3845,6727
3845,2553
3845,1810
3845,6134
3845,83860
3845,81929
3845,7203
3845,7486
3845,5702
3845,10393
3845,7639
3845,6120
3845,29882
3845,1317
3845,84916
3845,1537
3845,6205
3845,79833
3845,22944
3845,83658
3845,10654
3845,8697
3845,23256
3845,3329
3845,9184
3845,6636
3845,9669
3845,7037
3845,6188
3845,10569
3845,6633
3845,6161
3845,5694
3845,2079
3845,5432
3845,9340
3845,1207
3845,22846
3845,51382
3845,64963
