Entrez Gene Interactor A,Entrez Gene Interactor B
1003,1499
1499,1003
1499,7414
3685,3693
382,11033
6423,6425
6423,5499
5499,6423
5500,6423
5499,6425
5500,6425
6272,23621
23621,6272
5058,5058
5515,5058
5499,5058
1432,5594
1432,5058
1432,5062
5058,5879
5058,998
2175,2176
2175,2188
1031,4221
22920,9371
10920,8533
10920,2873
5048,1778
55764,112752
10920,10987
92482,129880
1781,5048
10920,9351
140465,5879
6787,7278
8100,56912
26121,6637
832,10540
10083,7278
140735,4899
9328,5347
140735,23515
129880,55212
140735,6472
5499,81930
26121,6632
5048,81565
5500,81930
55844,5518
26121,6628
11004,22919
22919,22924
3337,10726
8100,55081
5499,5434
26121,6633
9351,10413
9351,1499
5500,5434
140735,331
26121,6223
55763,11018
5991,3065
5516,5518
4698,4218
5500,4659
54820,5048
291,6787
140735,9685
9129,9128
9912,9351
4175,4171
84100,9092
51399,7109
8881,996
55763,9342
27343,6119
9129,25804
9129,51691
10594,23020
27343,7486
58513,4171
51399,117177
117177,7109
5879,10128
5991,9219
9128,51691
9128,25804
23085,8481
24148,23020
4171,8243
58513,4175
5991,1653
23450,5347
9351,81
5528,5518
9129,6161
3065,9219
7334,308
9343,23020
308,10131
8881,8697
8089,29941
4175,8243
51691,25804
5689,22919
4171,9126
10758,27130
9950,29941
10920,8451
9128,6161
10427,23262
83862,144404
9470,10420
9470,9201
26121,6634
996,8697
5715,29941
10413,1499
9470,27332
1653,3065
54512,1725
6234,9351
10923,22818
10594,24148
9201,10420
9669,10131
27332,10420
27332,9201
51109,1312
5991,10629
7322,10427
9950,8089
10920,8453
9351,87
9459,9351
3418,10131
58513,8243
5715,8089
10946,6730
6924,23092
4175,9126
9470,79109
54930,115106
9950,5715
8892,1967
7334,10131
11339,29941
4704,6646
22818,4733
308,9669
11339,8089
11339,9950
11339,5715
79109,10420
8624,51371
1211,1212
60481,140823
11339,54801
79109,9201
51691,11157
9128,11157
9129,11157
10594,9343
7283,84260
79109,27332
54801,5715
56894,144404
9950,54801
56894,83862
54801,8089
3418,308
11004,22924
6161,25804
7756,10131
5520,5518
9129,6050
54801,29941
613,4171
80318,79736
151987,4171
2475,64223
738,29941
3685,79814
9470,7074
5899,54930
10923,55681
79814,55757
4176,4171
10923,4733
9470,9462
83540,29941
4171,5347
7074,10420
9212,16
7074,9201
7756,308
3418,9669
10367,16
10946,10131
10920,10083
27332,7074
3065,10629
83540,8089
6801,29941
9950,83540
83540,5715
9462,10420
9470,9846
4175,10291
9201,9462
6161,51691
64854,10083
11339,83540
24148,9343
613,7465
11116,6829
27332,9462
83540,54801
7334,9669
9846,10420
123169,6924
9846,9201
9846,27332
6646,2664
738,8089
23028,54801
55681,22818
11052,10131
9128,6050
9371,3797
1655,10048
4171,10291
10260,9470
738,9950
3418,7334
58513,9126
79109,7074
1387,9924
738,5715
11339,23028
308,10946
613,4175
79109,9462
7322,23262
151987,4175
9470,90627
7756,9669
10291,10131
85456,29883
28964,29941
27343,6118
4176,4175
9470,4301
79026,23262
10762,9924
10260,10420
4301,10420
4301,9201
6431,6428
27332,4301
10260,9201
11339,738
6730,10131
3725,54801
4790,85456
10260,27332
4790,29883
9126,8243
23028,5715
9846,79109
7756,3418
5705,9371
90627,10420
308,11052
7465,4171
79814,81844
9212,10367
90627,9201
80318,1894
7074,9462
23092,79658
5862,1312
23028,9950
103910,10131
4175,5347
738,54801
80153,9470
27332,90627
55746,57122
6924,8452
8089,6801
6119,7486
80153,10420
80153,9201
2976,4171
80153,27332
9221,4236
546,4236
23028,8089
11339,3725
7756,7334
9950,6801
9924,6045
103910,11052
308,10291
7384,6646
9470,1111
117177,4301
6845,5518
815,816
57599,10083
7334,7336
25915,55764
593,27343
5899,115106
27332,117177
2873,10083
7334,10946
58513,5347
8526,56912
117177,9201
57062,55081
57175,55081
140735,1781
5991,222068
117177,10420
7334,11052
80153,117177
9470,56623
7334,10291
7334,6730
117177,10746
5991,2302
103910,7334
54927,4218
9846,117177
5879,396
5347,8243
22920,64432
56623,9462
117177,9101
3146,7334
27343,6117
56623,10420
374654,83657
10298,117177
117177,5298
56623,9201
22858,56950
79109,56623
5714,129880
56623,7074
10093,7334
27332,56623
9470,117177
56623,90627
10260,56623
5879,4643
5879,5261
5208,117177
11047,7334
7414,7334
7334,54205
79109,117177
3376,8481
9738,10592
3065,2302
22919,10540
117177,4218
5500,55690
10083,9351
5048,22919
9371,9351
5991,5347
5499,55690
5500,5499
140735,8481
22920,9351
10920,26121
5048,83657
10048,4218
8100,22858
5347,2302
5899,55763
140735,5500
55036,55764
5499,22919
7334,7431
815,10540
26121,56912
55036,112752
5347,112752
55081,56912
26121,7334
26121,10048
755,5518
382,1213
382,23396
6850,2911
2911,6850
54443,387
23411,2475
2067,2072
2067,6117
2067,6118
2067,6119
84464,2067
84464,2072
84464,84464
2175,2176
2175,2178
2175,2188
2176,2175
2176,2178
2176,2188
2178,2175
2178,2176
9400,2176
84464,84464
84464,84464
84464,84464
79109,207
79109,5578
79109,207
79109,5578
79109,6446
59343,3837
864,55215
4869,4869
83990,4292
59286,55215
55215,59286
55215,59286
55215,55215
59286,23063
59286,9092
5499,5528
2175,2178
2175,2188
2176,2178
2176,2188
2176,1499
2175,1499
1499,2175
1499,2176
1499,2178
1499,2188
2176,1499
83990,4292
83990,5395
1917,7178
11339,11339
11339,11339
11339,55355
11339,55355
6548,207
6548,3308
5932,7316
79728,79728
4869,302
4869,3181
4869,3184
4869,3178
4869,3009
4869,6201
4869,3009
4869,11335
10200,11340
10200,51010
10200,56915
10200,54512
10200,51013
83990,83990
83990,83990
2175,4751
4751,2175
4751,2175
2175,4751
2175,7283
7283,2175
55215,4171
7398,3093
2176,2176
2176,10935
2176,26121
2176,890
26747,9326
9326,26747
4809,26747
4809,9326
4809,8607
26747,8607
26747,10856
1111,7465
1111,990
1111,79577
1111,8556
1111,6204
1111,7486
1111,545
1111,23476
2475,1111
2475,7534
7150,1111
7150,7465
7150,79728
7150,6205
7150,79577
7150,990
7153,1111
7153,7465
7153,79728
7153,6205
7153,79577
7153,990
7156,1111
7156,7465
7156,79728
7156,6205
7156,79577
7156,990
1719,79577
1719,1111
1719,7465
7465,1111
7465,79577
7465,51147
7465,7486
7465,23476
7465,7465
7465,51755
7465,990
1111,2475
1111,7991
1111,8237
5604,7991
5604,2475
5604,84289
1025,23476
1025,6205
1025,84289
5594,2475
5594,6205
5876,2475
5876,6223
10254,7316
7316,5932
51529,7322
57697,55215
57697,2175
55159,6117
6118,55159
6118,6117
23327,1902
23558,1499
23558,10413
23558,10413
23558,11060
23558,7316
23558,54472
23558,29979
23558,23327
23558,5429
23558,165918
23558,11060
23558,1314
23558,22820
23558,3875
23558,1315
23558,9276
23558,372
23558,6188
3308,3300
55120,57697
55120,2175
11073,83990
83990,11073
2175,3326
3326,2175
3326,11140
3326,6647
2175,3326
221927,2175
2175,2175
2176,2175
2188,2175
4176,2175
4221,2175
6603,2175
6996,2175
4543,59345
4543,2773
4543,2770
4543,5879
4543,821
4543,811
4543,10130
4543,55161
4544,2783
4544,59345
4544,2770
4544,2773
4544,821
4544,10130
4544,1314
4543,10193
4543,56126
4543,5789
4543,1312
4543,6531
4543,203068
4543,11167
4543,4649
4543,8334
4543,1298
4544,5789
4544,10193
4544,6392
4544,10682
4544,56126
4544,6520
7101,1655
96764,96764
4543,7779
4543,3991
4543,22976
4543,6002
4543,6045
4543,55763
4543,8487
4543,6585
4543,23557
4543,29979
4543,11177
4543,9031
4543,11113
4543,9820
4543,2335
4543,57704
4543,3837
4543,7174
4543,84669
4543,23063
4543,8452
4543,9320
4543,7534
4543,23332
4543,3710
4543,9736
4543,87
4544,9126
4544,1778
4544,79659
4544,26173
4544,56893
4544,23332
4544,8452
4544,9700
4544,2778
4544,10946
4544,9320
4544,87
4544,392
4544,2512
4544,3710
4544,5714
4544,8434
4544,6904
4544,9736
4544,598
4544,23786
4544,8881
4544,1009
4544,1002
4544,667
4544,8661
4544,55215
4544,11167
4544,23499
4544,5591
4544,79834
4544,6602
4544,9984
4544,109
4544,4055
4544,375056
4544,7779
4544,25800
4544,7494
4544,6721
4544,9497
27338,11065
27338,7323
11065,27338
2071,2967
7337,5886
7337,7337
7337,5886
9025,7334
29945,991
29945,701
29945,4085
991,29945
991,701
991,4085
991,890
51529,11065
29945,996
29945,9184
29945,991
991,4085
991,29945
991,8881
7132,8737
57697,2176
57697,2178
57697,2188
57697,7156
2065,6464
11060,7321
11060,11060
4734,7321
3575,1154
1154,3575
5932,8452
5932,8452
84861,8452
5932,8452
8878,54472
5685,3091
9112,5931
9112,3065
9112,3065
84464,2072
84464,2067
3688,23396
5889,79728
5889,7516
5889,79728
79728,5889
79728,5889
22863,30849
8517,23650
23650,8517
23650,8517
23650,7324
23650,11065
4734,7322
23396,4734
4734,23396
4734,4734
2175,2176
9356,4734
54739,7186
8737,54739
8737,7186
7186,8737
5058,5879
9025,7334
2175,2176
2176,2175
2176,4869
23239,55215
55215,23239
55215,207
207,55215
207,2932
207,7428
207,54583
7428,207
7428,207
7428,208
7428,208
7428,3091
54583,207
54583,208
54583,3091
207,5515
207,5170
7428,5515
5515,7428
5515,207
207,7428
5515,207
208,5515
5515,208
5170,208
5170,207
55215,55215
1387,1499
2033,1499
8850,3219
8850,3219
3219,8850
3219,8850
8850,3219
3219,23411
23411,3219
11319,11319
11319,9343
11319,142
11319,27339
11319,10594
11319,23020
8607,9343
8607,5431
8607,10594
8607,8607
8607,10856
8607,23020
8607,10847
8607,55929
10856,9343
10856,5431
10856,11128
10856,10594
10856,8607
10856,10856
10856,23020
10856,10902
10856,55929
10856,10847
10856,23063
7248,8607
7248,10856
7248,7248
7248,7249
7249,10856
7249,7248
7249,7249
9326,26747
9326,27339
9326,8237
9326,9326
983,2079
983,292
983,1832
983,6294
983,55681
1738,5725
1738,6119
1738,10130
1738,7184
1738,7334
1738,375
1738,9040
1738,5717
1738,80218
1738,8607
1738,8815
1738,983
1738,10923
1738,10935
1738,10694
1738,5704
1738,1212
1738,10576
1738,4942
1738,7534
1738,1841
1738,1938
1738,22818
1738,7415
1738,378
1738,26986
1738,3295
1738,5713
1738,5499
1738,3945
1738,3093
1738,10797
1738,8665
1738,10856
1738,58493
1738,3028
1738,8905
1738,10131
1738,10484
1738,10726
1738,5716
1738,9521
1738,51639
1738,3837
1738,1615
1738,5702
1738,998
1738,28973
1738,9184
1738,10146
1738,6118
1738,5861
1738,2950
1738,9532
1738,6472
1738,5437
1738,10574
1738,9861
1738,5160
1738,8260
1738,1965
1738,2058
1738,6136
1738,5518
1738,8907
1738,51569
1738,5931
1738,6117
1738,23760
1738,5432
1738,11140
1738,26517
1738,1152
1738,1176
1738,1967
1738,2079
1738,51765
1738,10920
1738,5631
1738,4666
1738,8766
1738,5757
1738,27338
1738,4794
1738,4282
1738,3376
1738,87
1738,372
1738,4809
1738,11047
1738,9775
1738,5216
1738,81
1738,1994
1738,9221
1738,11052
1738,1653
1738,5705
1738,5878
1738,27339
1738,1832
1738,7168
1738,51593
1738,60488
1738,5756
1738,8892
1738,1025
1738,4144
1738,4175
1738,6605
1738,3308
1738,5709
1738,10938
1738,8661
1738,9126
1738,1314
10059,5216
10059,3945
10059,1152
10059,7167
10059,226
10059,10694
10059,6136
10059,1938
10059,7534
10059,10576
10059,375
10059,4191
10059,5705
10059,10856
10059,5702
10059,26517
10059,7415
10059,8607
10059,51639
10059,81
10059,7168
10059,10923
10059,3028
10059,26986
10059,3308
10059,10130
10059,7184
10059,3615
10059,47
10059,3837
10059,11140
10059,6613
10059,10574
10059,8665
10059,2079
10059,11315
10059,5725
10059,9775
10059,5685
10059,6119
10059,4666
10059,3189
10059,10540
10059,9939
10059,10055
10059,1965
10059,87
10059,7430
10059,1615
10059,9184
10059,1104
10059,8661
10059,5704
10059,1778
10059,983
10059,4144
10059,23193
10059,4076
10059,6294
3028,1938
3028,8766
3028,387
3028,10694
3028,10576
3028,26986
3028,55505
3028,10856
3028,4666
3028,5713
3028,4191
3028,5725
3028,396
3028,7184
3028,5879
3028,5717
3028,4809
3028,9521
3028,10130
3028,6613
3028,10935
3028,9775
3028,983
3028,23760
3028,10574
3028,5705
3028,1615
3028,302
3028,1994
3028,3189
3028,5434
3028,7167
3028,5499
3028,27339
3028,5437
3028,8607
3028,5709
3028,3065
3028,51639
3028,4632
3028,80218
3028,16
3028,7414
3028,11184
3028,3837
3028,4144
3028,4171
3028,10920
3028,9184
3028,5518
3028,5931
3028,10054
3028,10135
3028,9861
3028,10131
3028,11052
3028,5704
3028,10097
3028,4686
3028,5707
3028,1778
11315,26986
11315,7167
11315,375
11315,10131
11315,7168
11315,4942
11315,7534
11315,3028
11315,4191
11315,10935
11315,7170
11315,10694
11315,3615
11315,28973
11315,5160
11315,6742
11315,87
11315,9128
11315,3030
11315,1738
11315,5861
11315,10130
11315,1938
11315,11052
5160,302
5160,6161
5160,8290
5160,8540
5160,3295
5160,4191
5160,8880
5160,54927
5160,6136
5160,84844
5160,5878
5160,3178
5160,5861
5160,3189
5160,9939
5160,56993
5160,6472
5160,10901
5160,6119
5160,1994
5160,7879
5160,8766
5160,7384
5160,476
5160,10576
5160,6117
5160,387
5160,3315
5160,6185
5160,5825
5160,1727
5160,222068
5160,10131
5160,51593
5160,51009
5160,28998
5160,26986
5160,3550
5160,5725
5160,51503
5160,10146
5160,4001
5160,5250
5160,27339
5160,7037
5160,488
5160,23636
5160,7170
5160,3837
5160,7417
5160,1650
5160,23644
5160,9688
5160,9521
5160,81
5160,1829
5160,6730
5160,24148
5160,103
5160,118
5160,4686
5160,10694
5160,8661
5160,1965
5160,1314
5160,11184
5160,6294
5160,57122
5160,10856
5160,79869
5160,487
5160,5356
5160,3376
5160,9984
5160,4000
5160,9219
5160,7150
5160,1374
5160,1778
5160,10128
5160,4926
5160,7175
5160,1832
6646,2319
6646,302
6646,128866
6646,1832
6646,291
6646,5216
6646,1828
6646,292
6646,7416
6646,7417
6646,375
6646,8815
6646,7167
6646,55681
6646,4191
6646,56993
6646,5250
6646,7534
6646,7419
6646,10935
6646,4513
6646,7168
6646,10131
6646,3945
6646,4698
6646,821
6646,293
6646,6472
6646,23396
6646,11160
6646,3376
6646,226
6646,6566
6646,2058
6646,1152
6646,9521
6646,7184
6646,6520
6646,7384
6646,4942
6646,1738
6646,1938
6646,3418
6646,9524
6646,6185
6646,23193
6646,3837
6647,3945
6647,7167
6647,2950
6647,1938
6647,6902
6647,4282
6647,10576
6647,10694
6647,7534
6647,55505
6647,7345
6647,8815
6647,10574
6647,226
6647,10856
6647,11315
6647,26517
6647,6613
6647,5763
6647,6282
6647,4666
6647,2664
6647,4191
6647,7415
6647,5694
6647,6119
6647,3094
6647,1152
6647,2109
6647,4144
6647,5216
6647,6728
6647,1964
6647,7334
6647,301
6647,10055
6647,9939
6647,9040
6647,10059
6647,998
6647,387
6647,4001
6647,5518
6647,7184
6647,9367
6647,9775
6647,5434
6647,3146
6647,10130
6647,23011
6647,5683
6647,16
6647,5687
6647,23760
6647,3837
6647,23193
6647,1965
6647,8880
6647,1994
6647,8667
6647,5705
6647,11047
6647,11184
6647,3308
6647,5717
6647,3646
6647,81
6647,8607
6647,79869
6647,1615
6647,3615
6647,7175
6647,8761
6647,9601
6647,4000
6647,8661
6647,10131
6647,2058
6647,54888
6647,9688
6647,4175
6647,22820
6647,4171
6647,476
6647,1314
7416,56993
7416,128866
7416,291
7416,7168
7416,54927
7416,4698
7416,292
7416,8815
7416,7419
7416,7417
7416,55681
7416,375
7416,4001
7416,2079
7416,6136
7416,9377
7416,5250
7416,1994
7416,821
7416,3615
7416,10935
7416,5216
7416,23396
7416,6742
7416,7170
7416,7384
7416,26986
7416,7534
7416,10131
7416,4513
7416,8607
7416,9521
7416,7184
7416,51639
7416,293
7416,1615
7416,5160
7416,11335
7416,11160
7416,6520
7416,1152
7416,6510
7416,6185
7416,983
7416,6294
7416,3030
7416,476
7416,7167
7416,2058
7416,1938
7416,3376
7416,7153
7416,10694
7416,1650
7416,3837
7416,7150
1738,8335
10059,8335
3028,8335
11315,8335
5160,8335
6647,8335
7416,8335
5160,10093
10059,808
5160,808
1738,6607
5160,6607
5567,57506
5567,7187
57506,57506
5414,331
5414,596
331,596
331,5414
3725,2354
5414,596
331,5414
596,5414
596,5414
331,596
331,7322
7316,55031
7316,8237
7316,8078
7316,10869
7316,84669
7316,9101
7316,9736
7316,9100
7316,10868
7316,9960
7316,23032
7316,64854
7316,56957
7316,55593
7316,51377
7316,7345
7316,126119
10273,10273
10273,7323
10273,10273
6118,55159
6119,55159
6117,55159
7316,3091
3091,7316
23411,3091
23411,3091
3091,23411
2033,3091
8850,3091
64207,64207
3092,1212
1212,3092
867,7322
8878,3397
1432,4901
5594,4901
8452,253980
8452,83892
7428,3181
3181,7428
3092,3092
84142,84142
65018,7316
6464,2885
4297,4297
4297,4297
4297,4297
3092,3092
3092,3092
3092,1212
3092,1212
983,10013
983,8878
10413,5916
5916,10413
10413,9113
7415,79139
7415,79139
79728,79728
7428,1029
7428,7428
1163,4297
1164,4297
4297,1163
4297,1164
4170,8454
8878,8878
64223,79109
64223,2475
56957,64223
64223,56957
834,8452
29108,29108
8878,7316
983,331
891,331
11315,8550
11315,8550
11315,8550
8550,11315
8550,11315
8550,11315
1665,24144
7415,351
22931,8452
8452,22931
8452,387
8452,83892
6934,2625
6934,2625
2625,6934
5499,5062
5500,5062
867,5818
5818,867
867,5818
10013,7316
991,8454
991,8452
9200,488
9200,6185
9200,11331
9200,7514
2139,811
5537,6950
5537,22948
5537,7203
5537,10575
5537,3476
5537,10576
5537,5591
5537,10574
5537,1738
5537,593
5475,9532
5475,2746
5475,488
5475,10383
5475,7280
5475,347733
5475,10270
5475,9343
5475,10382
5475,5250
5475,10128
5475,5591
5475,6745
5475,7266
5475,6185
5475,1508
4659,4660
4659,5500
4659,11078
5774,7534
5774,8661
5774,23524
64857,2273
8454,23066
8454,23291
8454,26232
8454,200933
8454,2873
8454,8533
8454,10987
8454,10920
8454,79176
8454,80204
8454,26271
8454,26270
8454,10987
8454,899
8454,80204
8454,26270
8454,207
8454,208
5777,5717
5777,5709
5777,5713
5777,5705
5777,5707
5518,6801
5518,8499
5518,261726
5518,11116
5518,1152
5518,2235
5518,47
5518,5531
5518,5516
5518,5520
5518,5515
5518,5523
5518,29966
5518,8500
5518,5528
5518,5525
5518,151648
5518,55844
5518,80789
5518,55656
5518,26173
5518,92105
5518,57508
5518,25896
5518,55171
5518,51765
5518,26512
5518,51400
5518,11140
5518,8994
5518,2029
5518,23517
5518,11235
5536,3326
5536,11140
5536,26523
5536,10726
5536,10910
5536,9578
5536,79707
5536,10594
5536,9532
5536,1642
5536,1025
5536,23020
5536,51495
5499,11128
5499,5434
5499,11007
5499,79834
5499,10856
5499,8607
5499,2992
5499,10523
5500,4659
5500,4660
5500,11078
5500,9562
5500,3837
5520,5518
5520,23517
5520,47
5520,5516
5520,5515
5520,55844
5520,51400
5520,2029
5520,6205
5515,6801
5515,2235
5515,5518
5515,5520
5515,3476
5515,29966
5515,8500
5515,5528
5515,5525
5515,151648
5515,55844
5515,80789
5515,55656
5515,26173
5515,92105
5515,57508
5515,25896
5515,26512
5515,51400
1033,3141
1033,55844
55844,6950
55844,5518
55844,23517
55844,22948
55844,7203
55844,10575
55844,47
55844,5531
55844,5516
55844,5520
55844,5515
55844,10576
55844,10574
55844,55929
55844,51400
55844,84844
55844,6205
55844,221150
55844,8089
55844,22821
55844,2029
55844,9532
142679,7175
7803,8237
7803,5705
7803,3141
7803,5707
7803,5709
128853,5709
128853,5705
128853,5707
128853,9861
128853,3141
128853,5702
128853,5713
56940,32
56940,5777
56940,3141
151987,23451
151987,261726
151987,5531
151987,10992
151987,23450
151987,84844
151987,51639
151987,51400
151987,10262
151987,83443
151987,6627
151987,27339
151987,9793
151987,10291
151987,6205
990,3091
3091,990
990,4171
990,4176
6464,2263
6464,2263
2263,6464
834,3553
5791,821
5791,2885
5791,6117
5791,5791
4659,4660
4659,5500
4659,11078
5774,7534
5774,8661
5774,23524
5518,6801
5518,8499
5518,261726
5518,11116
5518,1152
5518,2235
5518,23517
5518,47
5518,5531
5518,5516
5518,5520
5518,5515
5518,5523
5518,29966
5518,8500
5518,5528
5518,5525
5518,11140
5518,151648
5518,55844
5518,80789
5518,26173
5518,8994
5518,26512
5518,51400
5536,3326
5536,1025
5536,10726
5499,11128
5499,5434
5499,11007
5499,10523
5499,79834
5499,10856
5499,8607
5500,4659
5500,4660
5500,3837
5500,11078
5520,5518
5520,23517
5520,47
5520,6205
5520,5516
5520,5515
5515,2235
5515,5518
5515,5520
5515,3476
5515,8500
5515,5528
55844,2029
55844,5518
55844,23517
55844,22948
55844,7203
55844,10575
55844,47
55844,5531
55844,5516
55844,5520
55844,5515
55844,10576
55844,10574
55844,55929
55844,51400
7803,5709
7803,3141
7803,8237
7803,5705
7803,5707
151987,23451
151987,261726
151987,6627
151987,5531
151987,10992
151987,23450
151987,10262
151987,84844
151987,83443
151987,51639
151987,51400
5536,1025
5536,79707
5536,26523
57506,8887
5727,156
5727,157
5727,57662
5727,1153
5727,1213
5727,11052
5727,1459
5727,1778
5727,2058
5727,3615
5727,10657
5727,3945
5727,26065
5727,92140
5727,27339
5727,5685
5727,5687
5727,5688
5727,5702
5727,5704
5727,5705
5727,5707
5727,5709
5727,9861
5727,5714
5727,5717
5727,5727
5727,5901
5727,55697
5727,7431
5727,9406
5727,27339
27339,5727
5727,8453
5727,8454
5727,8452
5426,5427
5426,54107
5426,1642
5426,5431
26524,51433
26524,10413
26524,29882
26524,8697
26524,55233
26524,51433
26524,8881
26524,4771
26524,8697
7345,7316
51377,7316
7345,7316
51377,7316
51377,7316
27338,7316
255488,7316
9804,7316
4734,7324
7316,51377
7316,7345
998,331
998,331
331,998
331,998
7290,6601
7290,3727
7290,3725
7290,1869
7290,4899
7290,11128
7290,2975
7290,2972
7290,7182
7290,2033
29855,6601
29855,3727
29855,3725
29855,1869
29855,4899
29855,11128
29855,2975
29855,2972
29855,7182
29855,2033
25842,6601
25842,3727
25842,3725
25842,1869
25842,4899
25842,11128
25842,2975
25842,2972
25842,7182
25842,2033
7290,29855
7290,25842
7290,3725
7290,2969
29855,23523
29855,25842
29855,7290
25842,23523
25842,7290
25842,29855
25842,4171
7345,4286
7415,55666
55666,7415
5594,3091
3326,2064
3091,7514
3091,7428
3091,1499
1499,3091
10298,5468
5468,10298
5468,10298
10013,8454
10013,8452
7329,1808
7132,56957
7132,8737
10594,23020
10594,9343
10594,24148
10594,26121
10594,6628
29950,4734
8835,2690
9935,8078
8737,301
5789,5347
5789,2011
5789,4751
5789,10783
5789,3983
5789,660
5789,4145
5789,3667
2033,3091
1616,3065
1616,3065
3091,2033
396,5058
55159,6118
55159,55159
6256,5914
1387,2247
7508,142
142,7508
7508,142
7508,5887
10938,79594
4194,2475
8078,7316
25842,9656
25842,9656
9656,25842
9025,9656
25,10273
598,7417
598,572
598,7277
598,9146
598,1499
598,2770
598,6840
598,203068
598,3329
598,10097
598,3315
657,1025
657,1173
657,3326
657,1499
657,6576
904,4299
904,6203
1025,3326
1025,124790
1025,6191
1025,5160
1025,10383
1025,10575
1025,476
1025,10051
1025,10856
1025,22948
7329,1616
4282,3091
3091,4282
10987,4282
3091,10987
23028,2932
2932,23028
2932,23028
148022,7187
4734,6337
10628,7428
3091,7428
3091,10628
7428,3091
10628,7514
7428,10628
55159,6117
27339,6117
27339,55159
27339,6118
27339,988
8452,7128
8452,8878
7128,8878
7421,6256
7421,6256
7421,8878
5594,3091
8878,4734
1616,4221
1616,546
4221,1616
546,4221
546,1616
1616,4221
10054,7316
867,5979
5979,867
4734,5979
22941,5979
4734,5979
8290,1616
55081,3092
55081,834
6277,123811
3092,55081
3092,834
6271,123811
6282,123811
6277,11116
6277,8481
57599,8737
7398,7187
7398,8737
9113,10413
10273,10273
57761,5371
57761,5914
57761,5371
57761,5914
701,9184
991,9184
991,4085
55544,3091
1019,112398
3091,112398
29127,3091
3091,29127
701,991
701,29945
701,991
701,9184
701,4085
29945,701
29945,991
29945,4085
991,701
991,29945
991,4085
991,701
7428,2335
7316,9146
9146,2319
9146,1213
2319,9146
7316,9146
2247,54212
2263,2263
10419,81858
81858,10419
81858,6497
6497,81858
79084,10419
10419,79084
79084,10419
79084,6633
79084,1207
79084,6628
79084,6632
79084,6634
79084,6188
79084,10574
79084,6208
79084,6204
79084,6222
79084,6636
79084,7280
79084,55352
79084,6147
79084,25804
79084,8880
79084,6230
79084,6234
79084,6711
79084,103910
79084,6187
79084,6191
79084,3983
79084,8878
79084,84617
79084,10146
79084,7415
79084,3189
79084,140465
79084,6193
79084,5500
79084,8570
79084,226
79084,6840
79084,87
79084,4076
79084,10135
79084,6829
79084,24148
79084,11078
79084,2318
79084,57522
79084,1153
79084,6134
79084,9219
79084,5931
79084,3178
79084,8761
79084,301
79084,7203
79084,220988
79084,1655
79084,10657
79084,51593
79084,51428
79084,6497
79084,9727
79084,51755
79084,6231
9972,10762
1025,8476
1025,10592
1025,4299
1025,905
1025,6576
1025,8607
1025,4292
1025,6193
1499,4087
1499,6932
1499,3329
1499,7153
1499,142
1499,3065
1499,5518
1499,1642
1499,1653
1499,3190
1499,7414
1499,3480
1499,5879
1499,8766
1499,5318
1499,7082
1499,3945
1499,23291
1499,71
1499,6117
1499,4627
1499,3178
1499,3420
1499,4869
1499,57175
1499,6141
1499,6208
1499,7170
1499,6421
1499,5903
1499,6840
1499,3692
1499,6191
1499,1025
1499,10657
1499,24148
1499,4001
1499,3845
1499,203068
1499,26986
1499,6194
1499,3315
1499,6136
1499,47
1499,6181
1499,1778
3480,7534
3480,7314
3480,3326
3845,3329
3845,22800
3845,3183
3845,6136
3845,6141
3845,6165
3845,8878
3845,7534
3845,3326
3845,29927
3845,2773
3845,4627
3845,3480
3845,71
3845,1499
3845,79228
3845,6730
3845,6286
5604,3326
5604,3315
5604,1213
5604,3480
5604,823
5604,7415
5604,3178
9968,10001
9968,1024
9968,112950
9968,8607
9968,9477
9968,9532
9968,4926
9968,27339
9968,9442
10450,3178
10450,9775
10450,26986
10450,6633
10450,3192
10450,10992
10450,27339
10450,10291
10450,23759
10450,1655
10450,8896
10450,9092
10450,3181
10450,3183
10450,3550
10450,6427
10450,57187
10450,51340
10450,6636
10450,23517
10450,94104
10450,55696
10450,9295
10450,57461
10450,6431
10450,60625
10450,10594
10450,9716
10450,8563
10450,220988
10450,1499
10450,23524
10450,10922
10450,10419
10450,1665
10450,3190
10450,6203
10450,9343
10450,3329
10450,7082
10450,6428
5537,476
5537,2058
5537,308
5537,3476
5537,5500
5537,3326
5537,5604
5537,1938
6256,1499
6256,4627
6256,4001
6576,5903
6576,445
6576,476
6576,3326
6576,8607
6576,832
6576,1499
6934,142
6934,1499
9246,7534
9246,10856
10413,1822
10413,5604
10413,5499
10413,4771
10413,9113
10413,3192
10413,8289
10413,23558
10413,26986
10413,4000
10413,6191
10413,7415
10413,3315
10413,6201
10413,3065
10413,3417
10413,3845
598,3845
598,6188
598,3983
598,3192
598,5591
598,2778
598,6210
598,2950
598,6231
598,10574
598,6136
598,5903
598,1173
598,832
598,5861
598,5717
598,6711
657,6472
657,488
657,2319
657,203068
657,1213
657,5901
657,55176
657,10856
657,821
657,4001
904,4869
904,3315
904,6128
904,1655
904,6208
1025,1499
1025,6157
1025,5518
1025,11113
1025,9276
1025,6210
1025,79751
1025,1155
1025,51765
1025,5705
1025,6185
1025,54888
1025,23193
1025,488
1025,3376
1025,1785
1025,84617
1025,2783
1025,9126
1025,440
1025,1312
1025,378
1025,5825
1025,3420
1025,5250
1499,1211
1499,5705
1499,6210
1499,6147
1499,6193
1499,6234
